file_path,fruit,label,folder,R,G,B,Status,width,height,aspect_ratio
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (181).jpg,Apple,Fresh,Fresh_Apple,187.25963238946846,133.893174366617,128.62919026328862,Fresh,275,183,1.5027322404371584
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (182).jpg,Apple,Fresh,Fresh_Apple,180.81231992051664,133.56985593641332,122.9305911574764,Fresh,275,183,1.5027322404371584
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (183).jpg,Apple,Fresh,Fresh_Apple,241.85187969924812,196.69703205381876,183.43781163434903,Fresh,266,190,1.4
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (184).jpg,Apple,Fresh,Fresh_Apple,191.35134711431743,134.20527677580466,120.38603010543841,Fresh,1600,901,1.7758046614872365
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (185).jpg,Apple,Fresh,Fresh_Apple,160.859744,143.51763866666667,125.49716533333333,Fresh,1000,750,1.3333333333333333
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (186).jpg,Apple,Fresh,Fresh_Apple,176.83816148775895,150.04453389830508,145.1269467984934,Fresh,800,531,1.5065913370998116
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (188).jpg,Apple,Fresh,Fresh_Apple,217.16357797414497,154.93003054600993,149.94278759613812,Fresh,388,378,1.0264550264550265
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (192).jpg,Apple,Fresh,Fresh_Apple,243.88519305510152,232.55408448657877,184.66621263303185,Fresh,342,322,1.062111801242236
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (193).jpg,Apple,Fresh,Fresh_Apple,235.85218019437878,171.33362884160758,165.21634489099029,Fresh,376,324,1.1604938271604939
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (194).jpg,Apple,Fresh,Fresh_Apple,194.92580519131687,205.6671611359363,150.49100798476303,Fresh,374,438,0.8538812785388128
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (195).jpg,Apple,Fresh,Fresh_Apple,163.7714,106.4711,88.2869,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (196).jpg,Apple,Fresh,Fresh_Apple,197.3759967672414,140.25088002873562,143.3808459051724,Fresh,480,464,1.0344827586206897
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (197).jpg,Apple,Fresh,Fresh_Apple,223.4357222697869,226.32214374048706,189.55668521689498,Fresh,384,438,0.8767123287671232
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (198).jpg,Apple,Fresh,Fresh_Apple,210.3933560090703,153.11300831443688,148.00073318216175,Fresh,378,350,1.08
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (199).jpg,Apple,Fresh,Fresh_Apple,213.4981758373206,221.831384569378,168.25911333732057,Fresh,380,352,1.0795454545454546
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (201).jpg,Apple,Fresh,Fresh_Apple,205.0486289439187,219.5720096252267,137.80837987321996,Fresh,478,466,1.0257510729613735
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (202).jpg,Apple,Fresh,Fresh_Apple,226.22368135740228,182.04637610451564,165.87918089662276,Fresh,258,286,0.9020979020979021
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (205).jpg,Apple,Fresh,Fresh_Apple,192.91473985453342,145.82126622034878,141.8052576659228,Fresh,436,444,0.9819819819819819
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (207).jpg,Apple,Fresh,Fresh_Apple,221.97801565377532,173.1657151626765,156.94539594843462,Fresh,362,360,1.0055555555555555
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (208).jpg,Apple,Fresh,Fresh_Apple,223.95687533440343,177.01781701444622,172.1540128410915,Fresh,210,178,1.1797752808988764
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (209).jpg,Apple,Fresh,Fresh_Apple,218.59888015947467,180.7873182457786,162.72898100375235,Fresh,208,164,1.2682926829268293
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (210).jpg,Apple,Fresh,Fresh_Apple,213.97056260891213,165.54499626587005,164.28725831881172,Fresh,206,234,0.8803418803418803
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (212).jpg,Apple,Fresh,Fresh_Apple,172.3037,125.1852,95.7346,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (216).jpg,Apple,Fresh,Fresh_Apple,169.341,118.9155,94.1514,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (217).jpg,Apple,Fresh,Fresh_Apple,170.0802,119.3154,95.6747,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (218).jpg,Apple,Fresh,Fresh_Apple,176.7778,135.3189,118.5621,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (219).jpg,Apple,Fresh,Fresh_Apple,146.4658,97.4522,96.7709,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (220).jpg,Apple,Fresh,Fresh_Apple,136.2231,95.6868,95.35,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (221).jpg,Apple,Fresh,Fresh_Apple,180.1701,133.4365,116.4653,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (223).jpg,Apple,Fresh,Fresh_Apple,135.962,86.2716,83.205,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (225).jpg,Apple,Fresh,Fresh_Apple,170.9888,170.9506,126.9398,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (226).jpg,Apple,Fresh,Fresh_Apple,170.4319,170.4186,126.2558,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (229).jpg,Apple,Fresh,Fresh_Apple,169.9762,169.9505,126.0417,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (230).jpg,Apple,Fresh,Fresh_Apple,169.7156,169.8263,125.8234,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (231).jpg,Apple,Fresh,Fresh_Apple,170.2616,119.0349,104.1184,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (233).jpg,Apple,Fresh,Fresh_Apple,176.2546,120.3196,104.6546,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (235).jpg,Apple,Fresh,Fresh_Apple,177.9106,120.724,105.0963,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (238).jpg,Apple,Fresh,Fresh_Apple,178.2501,120.308,105.1379,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (239).jpg,Apple,Fresh,Fresh_Apple,177.7691,119.974,104.8444,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (240).jpg,Apple,Fresh,Fresh_Apple,176.7578,119.4353,104.5719,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (241).jpg,Apple,Fresh,Fresh_Apple,176.1863,119.1388,104.3207,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (242).jpg,Apple,Fresh,Fresh_Apple,175.5659,118.6774,104.2291,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (243).jpg,Apple,Fresh,Fresh_Apple,184.4285,120.9278,107.3464,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (244).jpg,Apple,Fresh,Fresh_Apple,184.1438,120.6686,107.1548,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (245).jpg,Apple,Fresh,Fresh_Apple,183.2513,122.03,109.1221,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (246).jpg,Apple,Fresh,Fresh_Apple,183.1902,122.1853,108.9954,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (248).jpg,Apple,Fresh,Fresh_Apple,169.7976,169.8556,124.2707,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (249).jpg,Apple,Fresh,Fresh_Apple,169.8711,170.0694,124.3175,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (250).jpg,Apple,Fresh,Fresh_Apple,170.3059,170.3278,124.7715,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (251).jpg,Apple,Fresh,Fresh_Apple,172.3794,172.6806,127.762,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (252).jpg,Apple,Fresh,Fresh_Apple,172.8342,173.4162,131.2622,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (253).jpg,Apple,Fresh,Fresh_Apple,172.6005,173.2148,131.1395,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (254).jpg,Apple,Fresh,Fresh_Apple,172.6042,173.1596,131.397,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (257).jpg,Apple,Fresh,Fresh_Apple,171.8792,172.5602,131.0523,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (258).jpg,Apple,Fresh,Fresh_Apple,171.9627,172.458,131.3914,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (259).jpg,Apple,Fresh,Fresh_Apple,169.7347,170.5572,130.5447,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (262).jpg,Apple,Fresh,Fresh_Apple,169.2095,169.9501,130.4745,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (263).jpg,Apple,Fresh,Fresh_Apple,168.7612,169.5911,130.0077,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (264).jpg,Apple,Fresh,Fresh_Apple,168.7234,169.4908,130.0138,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (265).jpg,Apple,Fresh,Fresh_Apple,168.2277,169.1,129.6449,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (266).jpg,Apple,Fresh,Fresh_Apple,141.4165,86.4325,83.2248,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (268).jpg,Apple,Fresh,Fresh_Apple,153.99443069306932,102.33656226199543,104.34765327494289,Fresh,202,208,0.9711538461538461
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (270).jpg,Apple,Fresh,Fresh_Apple,177.460172440065,189.52692630028443,127.07872815928485,Fresh,368,428,0.8598130841121495
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (271).jpg,Apple,Fresh,Fresh_Apple,194.75990699830905,136.23191785305187,122.99024982272405,Fresh,378,388,0.9742268041237113
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (272).jpg,Apple,Fresh,Fresh_Apple,167.1772770476899,120.13416914621043,116.14672700223159,Fresh,436,444,0.9819819819819819
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (273).jpg,Apple,Fresh,Fresh_Apple,203.47739475945016,176.2168975515464,141.41792847938143,Fresh,194,192,1.0104166666666667
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (274).jpg,Apple,Fresh,Fresh_Apple,189.22378677395022,196.68852149861704,147.3970958008549,Fresh,194,164,1.1829268292682926
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (276).jpg,Apple,Fresh,Fresh_Apple,173.6948256326325,182.50163666121114,141.71252465483235,Fresh,282,338,0.834319526627219
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (277).jpg,Apple,Fresh,Fresh_Apple,163.7421036769138,171.1602169981917,126.68493068113321,Fresh,210,158,1.3291139240506329
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (278).jpg,Apple,Fresh,Fresh_Apple,170.45518250688704,134.04498106060606,131.62875344352616,Fresh,352,330,1.0666666666666667
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (280).jpg,Apple,Fresh,Fresh_Apple,158.4649,106.2212,86.6853,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (281).jpg,Apple,Fresh,Fresh_Apple,151.9331,99.7131,99.8256,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (282).jpg,Apple,Fresh,Fresh_Apple,158.5313,106.1158,86.5568,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (284).jpg,Apple,Fresh,Fresh_Apple,159.8034,105.8726,87.3025,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (286).jpg,Apple,Fresh,Fresh_Apple,148.9004,96.5179,89.002,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (287).jpg,Apple,Fresh,Fresh_Apple,149.0724,98.7111,98.4618,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (288).jpg,Apple,Fresh,Fresh_Apple,148.63,96.0625,88.8524,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (289).jpg,Apple,Fresh,Fresh_Apple,147.873,95.4097,88.7009,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (291).jpg,Apple,Fresh,Fresh_Apple,140.2724,80.1193,77.1477,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (293).jpg,Apple,Fresh,Fresh_Apple,143.5377,83.5197,79.2235,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (294).jpg,Apple,Fresh,Fresh_Apple,163.9658,164.6447,118.4375,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (295).jpg,Apple,Fresh,Fresh_Apple,159.099,106.6754,100.1328,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (297).jpg,Apple,Fresh,Fresh_Apple,156.3397,100.7065,96.1774,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (301).jpg,Apple,Fresh,Fresh_Apple,176.6797,177.1641,135.6144,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (302).jpg,Apple,Fresh,Fresh_Apple,229.08545138888888,187.5696875,168.83246527777777,Fresh,180,160,1.125
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (303).jpg,Apple,Fresh,Fresh_Apple,159.87147393048127,122.30791276737968,115.27552640374331,Fresh,320,374,0.8556149732620321
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (304).jpg,Apple,Fresh,Fresh_Apple,215.2732780612245,230.46207232893158,168.90977641056423,Fresh,238,224,1.0625
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (305).jpg,Apple,Fresh,Fresh_Apple,208.64817291781577,217.37071842250413,167.44631825703254,Fresh,392,370,1.0594594594594595
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (306).jpg,Apple,Fresh,Fresh_Apple,194.44165504416551,208.74954962807996,144.85260247171857,Fresh,478,432,1.1064814814814814
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (309).jpg,Apple,Fresh,Fresh_Apple,235.1731268058839,171.02103854741267,164.92692737063305,Fresh,376,324,1.1604938271604939
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (310).jpg,Apple,Fresh,Fresh_Apple,185.69661531938948,195.16960500282644,152.98108041266252,Fresh,232,244,0.9508196721311475
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (311).jpg,Apple,Fresh,Fresh_Apple,227.97079037800688,200.7477179982818,165.8445285652921,Fresh,194,192,1.0104166666666667
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (312).jpg,Apple,Fresh,Fresh_Apple,197.67148662323697,160.13848744544936,156.10293466573904,Fresh,326,388,0.8402061855670103
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (313).jpg,Apple,Fresh,Fresh_Apple,144.4055,87.3327,82.9275,Fresh,100,100,1.0
d:\kulyah\semester 6\bootcamp dbs\capstone\dataset_final2\train\Fresh_Apple\freshApple (314).jpg,Apple,Fresh,Fresh_Apple,212.4956542627533,100.63403542103424,61.483752620545076,Fresh,432,424,1.0188679245283019
